"Rajya	DISTRICT	BRANCH	ADDRESS	CENTRE	IFSC	CONTACT1	CONTACT2	CONTACT3	MICR_CODE",,,,,,,,,
"RAJASTHAN	BIKANER	LALGARH	DISTT.  BIKANER - 334001	BIKANER	SBBJ0010801	""0151-2223080",81,"			
RAJASTHAN	BIKANER	LUNKARANSAR  A.D.B.	LUNKARANSAR","  DISTT.   BIKANER - 334603""	LUNKARANSAR	SBBJ0010416	""01528-212064"," 212030""			",,,,,
"RAJASTHAN	BIKANER	MAHAJAN	DISTT.  BIKANER - 384604	MAHAJAN	SBBJ0010170	01526-244422			",,,,,,,,,
"RAJASTHAN	BIKANER	MALKISAR	DISTT.  BIKANER - 334604	MALKISAR	SBBJ0010614	01526-267108			",,,,,,,,,
"RAJASTHAN	BIKANER	NAPASAR	DISTT.  BIKANER - 334201	NAPASAR	SBBJ0010166	""0151-2762434"," 2762324""			",,,,,,,,
"RAJASTHAN	BIKANER	NOKHA	DISTT.  BIKANER - 384803	NOKHA	SBBJ0010171	""01531-220728"," 220028""			",,,,,,,,
"RAJASTHAN	BIKANER	NOKHA  K U M	""NOKHA","  DISTT.   BIKANER - 334803""	NOKHA	SBBJ0010735	01531-220778			",,,,,,,,
"RAJASTHAN	BIKANER	PALANA	DISTT.  BIKANER - 334404	PALANA	SBBJ0010343	0151-2837340			",,,,,,,,,
"RAJASTHAN	BIKANER	PANCHOO	""TEHSIL - NOKHA","  DISTT.   BIKANER - 334404""	PANCHOO	SBBJ0010512	01532-255571			",,,,,,,,
"RAJASTHAN	BIKANER	PUGAL	DISTT.  BIKANER	PUGAL	SBBJ0010408	""01523-265443"," 265442""			",,,,,,,,
"RAJASTHAN	BIKANER	""PUGAL ROAD"," BIKANER""	""OPP. SABJI MANDI", PUGAL ROAD," BIKANER""	BIKANER	SBBJ0011159	9413396904			334003023",,,,,,
"RAJASTHAN	BIKANER	RAISAR	""STATE BANK OF BIKANER N JAIPUR", NEAR MARUDHAR ENG COLLG, VILL RAISAR, TEHSIL BIKANER," PIN  334001""	BIKANER	SBBJ0011316	0151 2101214			334003136",,,,,
"RAJASTHAN	BIKANER	RAMSAR	""RAMSAR", TEH-BIKANER, DISTT-BIKANER, RAJASTHAN," PIN-334201""	NAPASAR	SBBJ0011021	SHRI T. R. BARWAR   TEL:0151-2774200			",,,,,
"RAJASTHAN	BIKANER	RODA	VILLAGE RODA TEHSIL NOKHA DISTT. BIKANER 334803	NOKHA	SBBJ0011068	9413396871			334003501",,,,,,,,,
"RAJASTHAN	BIKANER	SHEIKHSAR	""VIA -  MAHAJAN","  DISTT.  BIKANER""	SEIKSAR	SBBJ0010440	01526-265050			",,,,,,,,
"RAJASTHAN	BIKANER	SINTHAL	""NEAR KARNI MNADIR"," POST - SINTHAL (VIA - NAPASAR) BIKANER - 334202 STATE-RAJASTHAN""	NAPASAR	SBBJ0011047				",,,,,,,,
"RAJASTHAN	BIKANER	SOORPURA	""TEHSIL  NOKHA","  DISTT.  BIKANER - 334801""	SOORPURA	SBBJ0010606	01531-288814			",,,,,,,,
"RAJASTHAN	BIKANER	UDASAR	DISTT.  BIKANER - 334022	UDASAR	SBBJ0010421	0151-2752334			",,,,,,,,,
"RAJASTHAN	BIKANER	UDRAMSAR	DISTT.  BIKANER - 334402	UDRAMSAR	SBBJ0010368	0151-2787030			",,,,,,,,,
"RAJASTHAN	BUNDI	BADA NAYA GAON	""V & P BADA NAYA GAON", TEHSIL - HINDOLI," DISTT. BUNDI-323024""	BADA NAYA GAON	SBBJ0011181	9413396828			323003528",,,,,,,
"RAJASTHAN	BUNDI	BUNDI	Indira Market- Bundi	BUNDI	SBBJ0010247	R S Chaturvedi( Tel: 0747- 2445444 Fax: 2442182)			",,,,,,,,,
"RAJASTHAN	BUNDI	BUNDI  BY-PASS ROAD	""KRISHI  UPAJ  MANDI  SAMITI  BUILDING","  BUNDI - 323001""	BUNDI	SBBJ0010527	0747-2443698			",,,,,,,,
"RAJASTHAN	BUNDI	BUNDI NAINAWA ROAD	""NAINAWA ROAD", BUNDI," RAJASTHAN 323001""	BUNDI	SBBJ0011231	0747 8003492982			323003051",,,,,,,
"RAJASTHAN	BUNDI	CHADI	""STATE BANK OF BIKANER & JAIPUR",POST-CHADI,TEHSIL-KESHORAI PATAN,"DISTT:BUNDI.RAJASTHAN .PIN CODE-323602""	PATAN (KESHORAI)	SBBJ0011307	9413399895	sbbj11307@sbbj.co.in		323003151",,,,,,
"RAJASTHAN	BUNDI	DEI	""STATE BANK OF BIKANER & JAIPUR", OPP. KUM SAMITI, DEI, TEHSIL NAINWA," DISTT. BUNDI - PIN 323802 (RAJASTHAN)""	DEI	SBBJ0010993	9413398692			",,,,,
"RAJASTHAN	BUNDI	HINDOLI	DISTT.  BUNDI - 323002	HINDOLI	SBBJ0010248	07436-276223			",,,,,,,,,
"RAJASTHAN	BUNDI	INDERGARH	""COMMUNITY HALL", NAGAR PALIKA, WARD NO-8," INDERGARH""	INDERGARH	SBBJ0011018	9667793313			",,,,,,
"RAJASTHAN	BUNDI	KAPREN	MOTOR MANDI NEAR BUS STAND  KAPREN DIST BUNDI	KAPREN	SBBJ0011007	MR J P MODANI 9413398710/ 07438-265000			",,,,,,,,,
"RAJASTHAN	BUNDI	LAKHERI	BUS STAND LAKHERI	LAKHERI	SBBJ0011131	07438-261066			323003252",,,,,,,,,
"RAJASTHAN	BUNDI	NAINWA	DISTT.  BUNDI - 323801	NAINWA	SBBJ0010249	07437-257235			",,,,,,,,,
"RAJASTHAN	BUNDI	Patan	Patan(Keshorai) -323601	PATAN (KESHORAI)	SBBJ0010250	P K Mandal(Tel: 07438-264227)			",,,,,,,,,
"RAJASTHAN	BUNDI	TALERA	""STATE BANK OF BIKANER & JAIPUR", PATAN TIRAHA," TALERA DISTT. BUNDI PIN- 323021""	TALERA	SBBJ0010971	9413398505	0747- 243 8244     0747- 243 8122		",,,,,,,
"RAJASTHAN	CHITTAURGARH	AKOLA	DISTT.  CHITTORGARH - 312205	AKOLA	SBBJ0010427	01476-283224			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	ARNOD	DISTT.  CHITTORGARH - 312615	ARNOD	SBBJ0010334	01479-242222			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	BARI SADRI	DISTT.  CHITTORGARH - 312403	BARI SADRI	SBBJ0010240	01473-264229			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	BEGUN	DISTT.  CHITTORGARH - 312023	BEGUN	SBBJ0010241	01474-220105			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	BHADESAR	DISTT.  CHITTORGARH - 312602	BHADESAR	SBBJ0010242	01470-243228			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	Boheda	""SADAR BAZAR GRAM BOHEDA",,,,,,,,,
TEHSIL BARISADRI,,,,,,,,,
DIST. CHITTORGARH,,,,,,,,,
"PIN 312404""	BARI SADRI	SBBJ0011349	245245	sbbj11349@sbbj.co.in		312003151",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	BUPALSAGAR	""BUS STAND",RANKA PLAZA,"BHUPLASAGAR     DISTT-CHITTORGARH(RAJ.)               PIN-312204""	BUPALSAGAR	SBBJ0011149	9413398015			312003247",,,,,,,
"RAJASTHAN	CHITTAURGARH	CHANDERIA	""RIMDC  IND.AREA",  CHANDERIA,"  CHITTORGARH - 312021""	CHANDERIA	SBBJ0010325	""01472-255022 ",255144,"			
RAJASTHAN	CHITTAURGARH	CHHOTI SADRI	DISTT.  CHITTORGARH - 312604	CHHOTI SADRI	SBBJ0010236	01473-262437			
RAJASTHAN	CHITTAURGARH	DUNGLA	DISTT.  CHITTORGARH - 312402	DOONGLA	SBBJ0010243	01470-247223			
RAJASTHAN	CHITTAURGARH	GANGRAR	DISTT.  CHITTORGARH - 312902	GANGRAR	SBBJ0010244	01471-220230			
RAJASTHAN	CHITTAURGARH	K U M","  NIMBAHERA""	DISTT.  CHITTORGARH - 312601	NIMBAHERA	SBBJ0010757	01477-220001			",,,,
"RAJASTHAN	CHITTAURGARH	KAPASAN	""STATION  ROAD",  KAPASAN,"  DISTT.   CHITTORGARH - 312202""	KAPASAN	SBBJ0010245	01476-230231			",,,,,,,
"RAJASTHAN	CHITTAURGARH	KHERDEOLA	DISTT.  CHITTORGARH - 312404	KHARDEOLA	SBBJ0010689	01473-264713			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	KHERLI	DISTT.  CHITTORGARH - 323303	KHERLI	SBBJ0010652	01475-242326			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	""N. C. MARKET","  CHITTORGARH  CITY""	""NEW  CLOTH  MARKET","  CHITTORGARH - 312001""	CHITTORGARH	SBBJ0010750	01472-244408			",,,,,,,
"RAJASTHAN	CHITTAURGARH	Near Collectorate Office	""Near Collectorate office","Chittorgarh""	CHITTORGARH	SBBJ0010237	Chittorgarh	K.K. Sharma (Tel 01472-240933 Fax No. 01472-241708		",,,,,,,,
"RAJASTHAN	CHITTAURGARH	Nimbahera	Malgodam Road Nimbahera	NIMBAHERA	SBBJ0010238	Nimbahera	Rakesh Verma (Tel No.01477-220032 Fax No.01477-224162		",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	PARTABGARH	""BURHANI  BUILDING",   M  G  ROAD,   P.B.NO.3,  PARTABGARH ," DISTT CHITTORGARH -  312605""	PRATAPGARH	SBBJ0010239	""01478-222033","  222798""			",,,,
"RAJASTHAN	CHITTAURGARH	PUTHOLI	""HINDUSTAN  ZINC  LTD.  COMPLEX","  DISTT.  CHITTORGARH - 312021""	PUTHOLI	SBBJ0010730	""01472-255447 "," 245010""			",,,,,,,
"RAJASTHAN	CHITTAURGARH	RASHMI	DISTT.  CHITTORGARH - 312203	RASHMI	SBBJ0010246	01471-226326			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	RAWATBHATA	""TEHSIL  BEGUN","  DISTT.   CHITTORGARH - 323305""	RAWATBHATA	SBBJ0010265	01475-233223			",,,,,,,,
"RAJASTHAN	CHITTAURGARH	SALAMGARH	DISTT.  CHITTORGARH - 312618	SALAMGARH	SBBJ0010468	01479-253608			",,,,,,,,,
"RAJASTHAN	CHITTAURGARH	SANWARAJI MANDAPIYA	DISTT.  CHITTORGARH - 312024	SANWARIAJI	SBBJ0010432	01477-244625			",,,,,,,,,
"RAJASTHAN	CHITTORGARH	BASSI	""RAWALBAGH", BUS STAND, BASSI," DISTT. CHITTORGARH - 312022""	BASSI	SBBJ0011074	01472-225111			312003502",,,,,,
"RAJASTHAN	CHITTORGARH	""HIGH SCHOOL ROAD"," PARTAPGARH""	""HIGH SCHOOL ROAD"," PARTAPBARH - 312605""	PARTAPBARH	SBBJ0011075	01478-220066			312003340",,,,,,,
"RAJASTHAN	CHITTORGARH	SENTHI	""23A", BAPU NAGAR, SENTHI," DISTT. CHITTORGARH - 312605""	CHITTORGARH	SBBJ0011076	01472-246123			312003751",,,,,,
"RAJASTHAN	CHURU	BHALERI	""STATE BANK OF BIKANER & JAIPUR",,,,,,,,,
BHALERI,,,,,,,,,
VPO - BHALERI,,,,,,,,,
TEHSIL – TARANAGAR,,,,,,,,,
DIST – CHURU (RAJASTHAN),,,,,,,,,
"PIN : 331304""	BHALERI	SBBJ0011254	1561-249222			",,,,,,,,,
"RAJASTHAN	CHURU	BHANIPURA	""STATE BANK OF BIKANER & JAIPUR",,,,,,,,,
BHANIPURA,,,,,,,,,
TEHSIL – SARDARSHAHAR,,,,,,,,,
DIST – CHURU (RAJASTHAN),,,,,,,,,
"PIN : 331411""	SARDARSHAHAR	SBBJ0011255	94143397218	sbbj11255@sbbj.co.in		331003301",,,,,,,,,
"RAJASTHAN	CHURU	BIDASAR	DISTT.   CHURU - 331501	BIDASAR	SBBJ0010753	""01560-262007"," 263340""			",,,,,,,,
"RAJASTHAN	CHURU	CHHAPAR	""SOMANI GUEST HOUSE", NEAR BUS STAND,  CHHAPAR, DIST- CHURU," PIN-331502""	CHHAPAR	SBBJ0011004	01568-242321	9413397210		",,,,,
"RAJASTHAN	CHURU	CHURU	""STATION  ROAD","  CHURU - 331001""	CHURU	SBBJ0010138	""01562-250491"," 251427257800""			",,,,,,,
"RAJASTHAN	CHURU	""COLLECTORATE","  CHURU""	CHURU - 331001	CHURU	SBBJ0010600	""01562-250283"," 252314""			",,,,,,,
"RAJASTHAN	CHURU	DULCHASAR	""MAIN BAZAR", NEAR SETH SAWAR DAS GUEST HOUSE, VILL-DULCHASAR, TEH-SRI DUNGARGARH, DISTT- BIKANER," PIN-331188""	DUNGARGARH	SBBJ0010994	01566-250250			",,,,
"RAJASTHAN	CHURU	GANPATI PLAZA SUJANGARH	""STATE BANK OF BIKANER & JAIPUR ",,,,,,,,,
GANPATI PLAZA SUJANGARH ,,,,,,,,,
LADNUN ROAD NEAR RAILWAY BUS STAND,,,,,,,,,
SUJANGARH ,,,,,,,,,
TEHSIL – SUJANGARH,,,,,,,,,
DIST –  CHURU (RAJASTHAN),,,,,,,,,
"PIN : 331507""	SUJANGARH	SBBJ0011272	1568221522	sbbj11272@sbbj.co.in	1568221523	331003146",,,,,,,,,
"RAJASTHAN	CHURU	GOGASAR	""STATE BANK OF BIKANER AND JAIPUR", VPO GOGASAR," DISTT. CHURU PIN-331504""	GOGASAR	SBBJ0010979	9413397228	01567-250579		",,,,,,,
"RAJASTHAN	CHURU	KATAR CHHOTI	""Near Petrol Pump", VPO Katar Chhoti, Tehsil Sujangarh, Distt. Churu," Rajasthan - 331517""	KATAR BARI	SBBJ0011116		01569 - 245331		331003506",,,,,
"RAJASTHAN	CHURU	MOMASAR	DISTT.  CHURU - 331801	MOMASAR	SBBJ0010338	01565-262229			",,,,,,,,,
"RAJASTHAN	CHURU	PARIHARA	""STATE BANK OF BIKANER & JAIPUR ",,,,,,,,,
PARIHARA ,,,,,,,,,
TEHSIL – RATANGARH,,,,,,,,,
DIST – CHURU (RAJASTHAN),,,,,,,,,
"PIN : 331505""	PARIHARA	SBBJ0011265	1567-240735			",,,,,,,,,
"RAJASTHAN	CHURU	PUNRASAR	DISTT.  CHURU - 331803	PUNRASAR	SBBJ0010654	01565-227654			",,,,,,,,,
"RAJASTHAN	CHURU	RAJALDESAR	""RAJALDESAR","  DISTT.   CHURU - 331802""	RAJALDESAR	SBBJ0010738	01567-232584			",,,,,,,,
"RAJASTHAN	CHURU	RATAN NAGAR	""Opp. Bus Stand", VPO Ratan Nagar, Tehsil & Distt. Churu," Rajasthan - 331021""	RATANNAGAR	SBBJ0011117		01562 - 281897		331003505",,,,,,
"RAJASTHAN	CHURU	RATANGARH	""P.B. NO. 1", RATANGARH-331022," DISTT. CHURU""	RATANGARH	SBBJ0010139	""R.S. GUPTA","  01567-222068""	01567-226068		",,,,,,
"RAJASTHAN	CHURU	SADULPUR	""SADULPUR"," DISTT. CHURU-331023""	RAJGARH	SBBJ0010142	""B.L. AGARWAL"," 01559-222063""	01559-223563		",,,,,,,
"RAJASTHAN	CHURU	SADULPUR  INDUSTRIAL ESTATE	""SADULPUR","  DISTT.  CHURU - 331023""	RAJGARH	SBBJ0010555	""01559-222085"," 225885""			",,,,,,,
"RAJASTHAN	CHURU	SAHJUSAR	""CHURU ROAD", SAHJUSAR," DIST- CHURU""	CHURU	SBBJ0011361	9950491396	sbbj11361@sbbj.co.in		331003148",,,,,,,
"RAJASTHAN	CHURU	SAHWA	DISTT.  CHURU - 331302	SAHAWA	SBBJ0010423	01561-284230			",,,,,,,,,
"RAJASTHAN	CHURU	SALASAR	DISTT.  CHURU - 331506	SALASAR	SBBJ0010391	""01568-252005"," 252944""			",,,,,,,,
"RAJASTHAN	CHURU	SANDWA	DISTT.  CHURU - 331517	SANDWA	SBBJ0010458	01560-272251			",,,,,,,,,
"RAJASTHAN	CHURU	SARDARSHAHAR	DISTT.  CHURU - 331403	SARDARSHAHAR	SBBJ0010140	""01564-223292"," 220034""			",,,,,,,,
"RAJASTHAN	CHURU	""SARDARSHAHAR"," GVM ROAD""	""Near Kachcha Bus Stand", Sardarshahar,Tehsil Sardarshahar, Distt. Churu," Rajasthan - 331403""	SARDARSHAHAR	SBBJ0011120		01564 -2229035		331003144",,,,
"RAJASTHAN	CHURU	SIDHMUKH	""SIDHMUKH ","DISTT. CHURU (RAJASTHAN)PIN-331701""	SIDHMUKH	SBBJ0011022	SHRI  M.L.GOYAL  TEL:01559-240035			",,,,,,,,
"RAJASTHAN	CHURU	SRIDUNGARGARH	DISTT.  CHURU - 331803	DUNGARGARH	SBBJ0010141	""01565-222007"," 223908""			",,,,,,,,
"RAJASTHAN	CHURU	SRIDUNGARGARH GHOOMCHAKKAR	""STATE BANK OF BIKANER & JAIPUR ",,,,,,,,,
SRIDUNGARGARH-GHOOMCHAKKAR, GHOOMCHAKKAR KE PAAS, WARD NO.10, MOMASAR BAS,SRIDUNGARGARH,,,,,
TEHSIL – SRIDUNGARGARH,,,,,,,,,
DIST – BIKANER (RAJASTHAN),,,,,,,,,
"PIN : 331803""	DUNGARGARH	SBBJ0011267	1565224004	sbbj0011267@sbbj.co.in		331003145",,,,,,,,,
"RAJASTHAN	CHURU	SUJANGARH	""NEAR  TEHSIL  BHAWAN",  SUJANGARH,"  DISTT.   CHURU - 331507""	SUJANGARH	SBBJ0010137	""01568-220005"," F.225495""			",,,,,,
"RAJASTHAN	CHURU	TARANAGAR	DISTT.  CHURU - 331304	TARANAGAR	SBBJ0010143	""01561-240233"," 240420""			",,,,,,,,
"RAJASTHAN	CHURU	UPNI	VILLAGE: UPNI (KALYAMSAR) TEHSIL: SRI DUNGARGARH DISTT. BIKANER PIN : 331803	DUNGARGARH	SBBJ0011041	9602296500			",,,,,,,,,
"RAJASTHAN	DAUSA	BANDIKUI	""SIKANDA  ROAD",  BANDIKUI,"  DISTT.   DAUSA - 303313""	BANDIKUI	SBBJ0010052	""01420-223334"," 222035""			",,,,,,
"RAJASTHAN	DAUSA	BASWA	DISTT.  DAUSA - 303327	BASWA	SBBJ0010400	01420-231308			",,,,,,,,,
"RAJASTHAN	DAUSA	BHANDAREJ	DISTT.  DAUSA - 303505	BHANDAREJ	SBBJ0010311	""01427-283324","			
RAJASTHAN	DAUSA	CHHAREDA	DISTT.  DAUSA - 303505	CHAREDA	SBBJ0010639	01427-286629			
RAJASTHAN	DAUSA	DAUSA	DAUSA","  DISTT. DAUSA-303303""	DAUSA	SBBJ0010036	""P C MEENA"," 01427-220032""	01427-220502		",,,,,,
"RAJASTHAN	DAUSA	DAUSA  KUM	DAUSA - 303303	DAUSA	SBBJ0010758	""01427-230262"," 231482""			",,,,,,,,
"RAJASTHAN	DAUSA	DAUSA COLLECTORATE	""COLLECTORATE PARISAR",BY PASS ROAD," DAUSA""	DAUSA	SBBJ0011002	01427-224849			",,,,,,,
"RAJASTHAN	DAUSA	GEEJGARH	DISTT.  DAUSA - 303502	GEEJGARH	SBBJ0010050	01420-246014			",,,,,,,,,
"RAJASTHAN	DAUSA	LALSOT	DISTT.  DAUSA - 303503	LALSOT	SBBJ0010045	""01431-222022"," 224594""			",,,,,,,,
"RAJASTHAN	DAUSA	LAWAN  (11098)	""Dausa Bus Stand", Near Govt. Purbia school," Lawan""	LAWAN	SBBJ0011098		""01427 285833"," 94133 96712""		303003202",,,,,,
"RAJASTHAN	DAUSA	MAHUWA	DISTT.   DAUSA - 321608	MAHWA	SBBJ0010783	""07461-233511"," 233155""			",,,,,,,,
"RAJASTHAN	DAUSA	MANDAWAR MAHUWA	DISTT.   DAUSA - 321609	MANDAWAR	SBBJ0010082	""07461-260211"," 260132""			",,,,,,,,
"RAJASTHAN	DAUSA	MANDAWARI	DISTT.  DAUSA - 303504	MANDAWARI	SBBJ0010822	01431-264133			",,,,,,,,,
"RAJASTHAN	DAUSA	NANGAL BERSI	DISTT.   DAUSA - 303307	NANGAL BERSI	SBBJ0010632	""01427-272205","			
RAJASTHAN	DAUSA	NANGAL RAJAWATAN	Opp Police Stn. Dausa-Lalsot Rd. Nangal Rajawatan	DAUSA	SBBJ0011302	8769301919	sbbj11302@sbbj.co.in		303003206
RAJASTHAN	DAUSA	SIKANDRA	DISTT.  DAUSA - 303326	SIKANDRA	SBBJ0010289	01420-240465"," 240125""			",,,,,,,
"RAJASTHAN	DAUSA	SIKRAI	DISTT.  JAIPUR - 303508	SIKRAI	SBBJ0010049	""01420-254204"," 254460""			",,,,,,,,
"RAJASTHAN	DHOLPUR	BARETHA	DISTT.  DHOLPUR - 328024	BARETHA	SBBJ0010657	""0562-0562"," 2482208""			",,,,,,,,
"RAJASTHAN	DHOLPUR	BARI	""SUBZIMANDI",  BARI,"  DISTT.   DHOLPUR - 328021""	BARI	SBBJ0010065	""05647-243538"," 243101""			",,,,,,
"RAJASTHAN	DHOLPUR	BASERI	DISTT.  DHOLPUR - 328022	BASERI	SBBJ0010069	""05646-266782"," 266104""			",,,,,,,,
"RAJASTHAN	DHOLPUR	DHOLPUR	""SECRETARIAT  COURTS  BUILDING","  DHOLPUR - 328001""	DHOLPUR	SBBJ0010064	""A.K.AGARWAL"," 05642-220417""			",,,,,,,
"RAJASTHAN	DHOLPUR	DHOLPUR  SANTER ROAD	""SANTER ROAD","  DHOLPUR - 328001""	DHOLPUR	SBBJ0010769	""05642-240225"," 248583""			",,,,,,,
"RAJASTHAN	DHOLPUR	GARHI SUKHA	DISTT.   DHOLPUR - 328021	GARHI-SUKHA	SBBJ0010698	05647-241296			",,,,,,,,,
"RAJASTHAN	DHOLPUR	RAJAKHERA	DISTT.  DHOLPUR - 328025	RAJAKHERA	SBBJ0010071	""05642-233039"," 233675""			",,,,,,,,
"RAJASTHAN	DHOLPUR	SARMATHURA	""HOSPITAL ROAD"," P.O. SARMATHURA DISTT. DHOLPUR - 328026""	SIRMATHURA	SBBJ0011049	9413396281			",,,,,,,,
"RAJASTHAN	DUNGARPUR	ASPUR	DISTT.  DUNGARPUR - 314021	ASPUR	SBBJ0010229	02967-220133			",,,,,,,,,
"RAJASTHAN	DUNGARPUR	BICHHIWARA	""STATE BANK OF BIKANER & JAIPUR",V.P.O -BICHHIWARA,"BICHHIWARA.DUNGARPUR TEHSIL  DUNGARPUR DISTRICT PIN 314801""	BICHHIWARA	SBBJ0010996	02964-250001			",,,,,,,
"RAJASTHAN	DUNGARPUR	DUNGARPUR	""MAIN  BAZAR","  DISTT.   DUNGARPUR - 314001""	DUNGARPUR	SBBJ0010228	""02964-232422","  230882""			",,,,,,,
"RAJASTHAN	DUNGARPUR	GUDA JASRAJPUR	""STATE BANK OF BIKANER & JAIPUR", GUDA JASRAJPUR BRANCH, SHOP OF FAKARRUDIN ABBE ALI LULAWALA, MOHAMADDIN COLONY, GUDA JASRAJPUR," DISTT. DUNGARPUR""	DUNGARPUR	SBBJ0010910	SHRI S. C. TRIVEDI	""02966-250026 /252218 ","9414104749""		",,,
"RAJASTHAN	DUNGARPUR	""NEW COLONY","  DUNGARPUR""	""NEW  COLONY","  DUNGARPUR - 314001""	DUNGARPUR	SBBJ0010773	02964-232515			",,,,,,,
"RAJASTHAN	DUNGARPUR	SABLA	""ABHINANDAN COMPLEX", ASPUR ROAD, VPO- SABLA DISTRICT DUNGARPUR, PIN 314022," RAJASTHAN""	SABLA	SBBJ0011071	02967-236035			314003231",,,,,
"RAJASTHAN	DUNGARPUR	SAGWARA	DISTT.  DUNGARPUR - 314025	SAGWARA	SBBJ0010230	""02966-250218","  250026""			",,,,,,,,
"RAJASTHAN	DUNGARPUR	SIMALWARA	""DISTT.   DUNGARPUR","  RAJASTHAN""	SIMALWARA	SBBJ0010853	02964-241138  240359			",,,,,,,,
"RAJASTHAN	DUNGARPUR	VASSI	DISTT.  DUNGARPUR - 314036	VASSI	SBBJ0010615	02964-263227			",,,,,,,,,
"RAJASTHAN	GANGANAGAR	19 Z SRIGANGANAGAR	""Central Gurudwara 19 Z Srikaranpur Main Road"," Sriganganagar Distt. Sriganganagar Rajsathan 335038""	GANGANAGAR	SBBJ0011110		0154-2869089		335003360",,,,,,,,
"RAJASTHAN	GANGANAGAR	""AGRASEN CHOWK"," SRIGANGANAGAR""	""5 Q 1 AGRASEN CHOWK", JAWAHAR NAGAR," SRIGANGANAGAR. PIN-335001 RAJASTHAN""	GANGANAGAR	SBBJ0011169	0154-2461203			335003004",,,,,,
"RAJASTHAN	GANGANAGAR	""AIR  FORCE  STATION","  SURATGARH""	""35  WING  AIR  FORCE  STATION",  SURATGARH,"  DISTT.   SRIGANGANGAR - 335884""	SURATGARH	SBBJ0010813	""01509-270423"," 220196 (EXT.390)""			",,,,,
"RAJASTHAN	GANGANAGAR	ANUPGARH	DISTT.  SRIGANGANAGAR - 335701	ANUPGARH	SBBJ0010151	""01498-222030"," 223335""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	ANUPGARH ADB	DISTT.  SRIGANGANAGAR - 335701	ANUPGARH	SBBJ0010380	""01498-222038"," 222107""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	BANWALI (4 BNW)	""BUS STAND ROAD", PO. BANWALI," TEH. SADULSHAHR""	SADUL-SAHAR	SBBJ0011034	""01503-257001"," 09413397133""			",,,,,,
"RAJASTHAN	GANGANAGAR	BEENJ BAYLA	BEENJ BAYLA     TEHSIL PADAMPUR            DISTT    GANGANAGAR-335 041	BEENJ BAYALE	SBBJ0010938	01505-271938	9413397078		",,,,,,,,,
"RAJASTHAN	GANGANAGAR	CHUNAWADH	""STATE BANK OF BIKANER & JAIPUR","    MAIN ROAD CHUNAWADH DISTT SRI GANGANAGAR (RAJASTHAN) PIN 335022""	CHUNAWADH	SBBJ0010980	9413397017	0154-2763684		",,,,,,,,
"RAJASTHAN	GANGANAGAR	""COLLECTORATE","  SRIGANGANAGAR""	SRIGANGANAGAR - 335001	GANGANAGAR	SBBJ0010565	""0154-2443030"," 2445330""			",,,,,,,
"RAJASTHAN	GANGANAGAR	DUNGAR SINGHPURA	""P.O.  GANESHGARH","  DISTT.   SRIGANGANAGAR - 335025""	DUNGARSINGHPURA	SBBJ0010402	0154-2458027			",,,,,,,,
"RAJASTHAN	GANGANAGAR	GAJSINGHPUR	DISTT.  SRIGANGANAGAR - 335024	GAJSINGHPUR	SBBJ0010153	01505-230123			",,,,,,,,,
"RAJASTHAN	GANGANAGAR	GHARSANA ADB	DISTT.  SRIGANGANAGAR - 335707	GHARSANA	SBBJ0010420	""01506-220024"," 222093""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	GHARSANA NEW MANDI	DISTT.   SRIGANGANGAR - 335707	GHARSANA	SBBJ0010566	""01506-220042"," 221356""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	GULABEWALA	""VIA -  KESRISINGHPUR","  DISTT.   SRIGANGANAGAR - 335027""	GULABEWALA	SBBJ0010538	01501-286396			",,,,,,,,
"RAJASTHAN	GANGANAGAR	""IND.AREA","  SRIGANGANAGAR""	SRIGANGANAGAR - 335001	GANGANAGAR	SBBJ0010395	""0154-2481794"," 2471794""			",,,,,,,
"RAJASTHAN	GANGANAGAR	""JAWAHAR NAGAR","  SRIGANGANAGAR""	""JAWAHAR  NAGAR","  SRIGANGANGAR - 335001""	GANGANAGAR	SBBJ0010591	""0154-2462344"," 2460221""			",,,,,,
"RAJASTHAN	GANGANAGAR	KALIAN	""DISTT.  SRIGANGANAGAR","  RAJASTHAN""	KALIAN	SBBJ0010570	0154-2440782			",,,,,,,,
"RAJASTHAN	GANGANAGAR	KESRISINGHPUR	DISTT.  SRIGANGANAGAR - 335027	KESHRISINGHPUR	SBBJ0010154	""01501-232302"," 232046""			",,,,,,,,
